English Question,Tamil Question,Tamil Answer
,தமிழில் முன்காலத்திற்குள் இருக்கும் காலங்கள் என்ன?,முன்காலத்திற்குள் உள்ள காலங்கள் கடந்த நேரத்தில் நடந்த நிகழ்வுகளை குறிக்கின்றன.
,தமிழில் பின்னர்காலத்திற்குள் எத்திர்காலம் என்ன?,பின்னர்காலம் காலத்திற்குள் அந்தக் காலத்தின் பின்னர் நடந்த நிகழ்வுகளை குறிக்கின்றன.
,தமிழில் எதிர்காலம் என்ன?,எதிர்காலம் அத்தியாயங்கள் மற்றும் நிகழ்வுகள் முன்னோடிக் கொண்டு வந்தது பின்பு நீடித்து நோக்கம் செய்யப்படுகின்றன.
,தமிழில் முன்காலத்திற்குள் படைப்பான காலம் என்ன?,முன்காலத்திற்குள் படைக்கப்பட்ட காலம் அந்தக் காலத்தின் பின்னர் நடந்த நிகழ்வுகளை விளக்குகின்றது.
,தமிழில் முன்காலத்திற்குள் சென்ற காலம் என்ன?,முன்காலத்திற்குள் சென்ற காலம் அந்த காலத்தின் பின்னர் நடந்த நிகழ்வுகளை விளக்குகின்றது.
,தமிழில் எதிர்காலத்திற்குள் வந்த காலம் என்ன?,எதிர்காலத்திற்குள் வந்த காலம் அந்த காலத்தின் பின்னர் நடந்த நிகழ்வுகளை விளக்குகின்றது.
,தமிழில் எதிர்காலத்திற்குள் போன காலம் என்ன?,எதிர்காலத்திற்குள் போன காலம் அந்த காலத்தின் பின்னர் நடந்த நிகழ்வுகளை விளக்குகின்றது.
,தமிழில் வினை என்றால் என்ன?,தமிழில் வினை ஒரு சொல்லின் செயல்முறையை குறிப்பிடுகின்றது. இது நிகழ்வுகளை குறிக்கும் அல்லது நிகழ்ந்த செயல்களை விளக்குகின்றது.
,தமிழில் பண்புப் பெயர் என்றால் என்ன?,தமிழில் பண்புப் பெயர் ஒரு பெயர் அல்லது படைச்சொல்லை விவரிக்கும் பொருள் அல்லது அதன் குறிப்புகளை அழுத்துகின்றது.
,தமிழில் பண்புப் படைச்சொல் என்றால் என்ன?,மிழில் பண்புப் படைச்சொல் மூலம் மொழியை அல்லது அதன் பண்புகளை விவரிக்கும் சொல் அல்லது சொல்லுக்கு அணுகல்முறையை குறிப்பிடுகின்றது.
,தமிழில் இணைப்புச் சொல் என்றால் என்ன?,தமிழில் இணைப்புச் சொல் ஒரு சொல்லின் பின்னணிகளை இணைக்கும் சொல் அல்லது அவற்றின் பின்னணிகளை விளக்குகின்றது.
,தமிழில் விபரீத சொல் என்றால் என்ன?,தமிழில் விபரீத சொல் ஒரு குறிப்புகள் அல்லது உரிமைகளை விவரிக்கும் சொல் அல்லது அதன் குறிப்புகளை அழுத்துகின்றது.
,தமிழில் பெயர் என்றால் என்ன?," தமிழில் பெயர் ஒரு சொல் அல்லது பெயராகும் பொருளை அல்லது கடினம், பொருள் அல்லது கருவி குறிப்பிடுகின்றது."
,தமிழில் படைச்சொல் என்றால் என்ன?,தமிழில் படைச்சொல் மூலம் மொழிக்கும் அல்லது அதன் செயல்முறையைக் குறிப்பிடுகின்ற சொல் அல்லது சொல்லுக்கு அணுகல்முறையை குறிப்பிடுகின்றது.
,தமிழில் பண்புப் படைச்சொல் என்றால் என்ன?,மிழில் பண்புப் படைச்சொல் மூலம் மொழியை அல்லது அதன் பண்புகளை விவரிக்கும் சொல் அல்லது சொல்லுக்கு அணுகல்முறையை குறிப்பிடுகின்றது. தமிழில் பண்புப் படைச்சொல் மூலம் மொழியை அல்லது அதன் பண்புகளை விவரிக்கும் சொல் அல்லது சொல்லுக்கு அணுகல்முறையை குறிப்பிடுகின்றது.
,தமிழில் படைச்சொல் என்றால் என்ன?,தமிழில் படைச்சொல் ஒரு சொல்லின் பின்னணிகளை இணைக்கும் சொல் அல்லது அவற்றின் பின்னணிகளை விளக்குகின்றது.
,ஓடு வினை சொல் ஆகுமா?," ஆம், 'ஓடு' ஒரு வினை சொல் ஆகும்."
,படித்தான்' ஒரு வினை சொல் ஆகுமா?," ஆம், 'படித்தான்' ஒரு வினை சொல் ஆகுமா."
,புதிய' ஒரு வினை சொல் ஆகுமா?," இல்லை, 'புதிய' ஒரு வினை சொல் ஆகுமா."
,நேரம்' ஒரு வினை சொல் ஆகுமா?," இல்லை, 'நேரம்' ஒரு வினை சொல் ஆகுமா."
,பாடு' ஒரு வினை சொல் ஆகுமா?," ஆம், 'பாடு' ஒரு வினை சொல் ஆகுமா."
,வந்தான்' ஒரு வினை சொல் ஆகுமா?," ஆம், 'வந்தான்' ஒரு வினை சொல் ஆகுமா."
,உடை' ஒரு வினை சொல் ஆகுமா?," இல்லை, 'உடை' ஒரு வினை சொல் ஆகுமா."
,சத்தி' ஒரு வினை சொல் ஆகுமா?," இல்லை, 'சத்தி' ஒரு வினை சொல் ஆகுமா."
,உடை' ஒரு வினை சொல் ஆகுமா?," இல்லை, 'உடை' ஒரு வினை சொல் ஆகுமா."
,ஒரு உத்தரவாதமான பேச்சு எப்படி உருவாக்கப்படுகிறது?," ஒரு உத்தரவாதமான பேச்சுக்கு உருவாக்குவதற்கு ஒரு செயற்கை விதிக்கு மூலமாகவும், பொருளின் உச்சரிப்புக்கு அதிரடியாகவும் ஒரு அடிப்படை உருவாக்கப்படும்."
,வாக்கியத்தின் உருப்படியை எப்படி அறியலாம்?," ஒரு வாக்கியத்தின் உருப்படியை அறியுவதற்கு முதல், அதில் எது ஒன்று பொருள் கொண்டிருக்கின்றது என்பதை அறிய வேண்டும். பின்னர், அந்த பொருளை அதிகரிக்க அல்லது தளர்க்க வேண்டும் என்பதையும் அறிய வேண்டும்."
,தமிழ் வாக்கிய உருவாக்கத்தில் எந்த எண்ணிக்கைகள் உள்ளன?," தமிழ் வாக்கிய உருவாக்கத்தில் எந்த எண்ணிக்கைகளும் உள்ளன. அவற்றின் மொத்த எண்ணிக்கை, அவற்றில் உள்ள சொற்களின் எண்ணிக்கை, வினைகளின் எண்ணிக்கை மற்றும் பின்வரும் சொற்களின் எண்ணிக்கை போன்றவைகள் உள்ளன."
,பல வாக்கியங்களையும் உள்ளடக்கிய முனையை எப்படி உருவாக்கலாம்?," பல வாக்கியங்களையும் உள்ளடக்கிய முனையை உருவாக்குவதற்கு, முதல் பல வாக்கியங்களையும் ஒன்று கூட்டியதை உணர்த்த வேண்டும். பின்னர், பின்வரும் வாக்கியங்களை சேர்க்கவும் முதல் வாக்கியத்தைக் குறிக்கும் வாக்கியங்கள் அடிப்படையாக உருவாக்கப்படும். "
,ஒரு உத்தரவாதமான வாக்கியத்தில் முதல் பாடம் என்ன?," ஒரு உத்தரவாதமான வாக்கியத்தில், முதல் பாடம் சரியாக அவர்களின் கணக்கை அட்டவணையில் பாடமாக உள்ளது. இது போலவே, பின்னர் பல வாக்கியங்கள் வந்து கொண்டு பாடம் உருவாக்கப்படும்."
,வேற்றுமை உருபு என்பது என்ன?,வேற்றுமை உருபு என்பது இரண்டு பொருள்களை போன்று ஒன்றை மற்றொன்றுக்கு எதிர்காலமாக குறிக்கும் சொற்றொடர் அல்லது பொருள்.
,தமிழில் வேற்றுமை உருபு எப்படி பயன்படுத்தப்படுகின்றது?," வேற்றுமை உருபு தமிழில் இதுபோலவே அந்த, அந்தப் பொருள், இந்த, இந்தப் பொருள், ஆனால், ஆனால் பொருள் போன்ற சொற்றொடர்களை குறிக்கும்."
,இரண்டு பேர் ஒருவர் தமிழ் மொழியில் பேசினார்களா?,என்பது வேற்றுமை உருபுகள் பயன்படுத்தும் குறிக்கை.இரண்டு பேர் ஒருவர் தமிழ் மொழியில் பேசினார்கள் என்பது வேற்றுமை உருபுகளைக் குறிக்கும்.
," வேற்றுமை உருபுகளை உபயோகிக்கும் போது, முதல் பார்வையில் அதன் மேல் அனைத்தும் ஒப்படையாக அமையும்.வேற்றுமை உருபுகளை உபயோகிக்கும் போது, முதல் பார்வையில் அதன் மேல் அனைத்தும் ஒப்படையாக அமையும்."," வேற்றுமை உருபுகளை உபயோகிக்கும் போது, முதல் பார்வையில் அதன் மேல் அனைத்தும் ஒப்படையாக அமையும்.வேற்றுமை உருபுகளை உபயோகிக்கும் போது, முதல் பார்வையில் அதன் மேல் அனைத்தும் ஒப்படையாக அமையும்."
,,என்பது வேற்றுமை உருபுகள் எப்படி பயன்படுத்தப்படுகின்றன என்பதை குறிக்கும்.இந்த பொருள் என்ன
,நீங்கள் உருவாக்கும் வேற்றுமை உருபுகள் ஒவ்வொரு சொற்பாட்டினுள் போல சொல்லப்படுகின்றன.நீங்கள் உருவாக்கும் வேற்றுமை உருபுகள் ஒவ்வொரு சொற்பாட்டினுள் போல சொல்லப்படுகின்றன.?,நீங்கள் உருவாக்கும் வேற்றுமை உருபுகள் ஒவ்வொரு சொற்பாட்டினுள் போல சொல்லப்படுகின்றன.நீங்கள் உருவாக்கும் வேற்றுமை உருபுகள் ஒவ்வொரு சொற்பாட்டினுள் போல சொல்லப்படுகின்றன.?
,உங்கள் நிலையை வேற்றுமை உருபுகள் சுட்டிக்கொள்ளும்.உங்கள் நிலையை வேற்றுமை உருபுகள் சுட்டிக்கொள்ளும்.?,
,தமிழில் அந்த குறிப்பு என்பது வேற்றுமை உருபுகளைக் குறிக்குமா?,தமிழில் அந்த குறிப்பு வேற்றுமை உருபுகளைக் குறிக்கும்.
,நீங்கள் பற்றி என்ன?,என்பது எப்படி வேற்றுமை உருபுகளைக் குறிக்கும்
,," வேற்றுமை உருபுகளை உபயோகிக்கும் போது, பொருள் என்ன என்பதை அறிய உதவுகின்றனரா என்பதைப் பயன்படுத்துங்கள்.வேற்றுமை உருபுகளை உபயோகிக்கும் போது, பொருள் என்ன என்பதை அறிய உதவுகின்றனரா என்பதைப் பயன்படுத்துங்கள்"
,தமிழில் 'ஐ' என்ற உருபு எங்கு பயன்படுத்தப்படுகிறது?," ஐ' உருபு தமிழில் விரிவான நோக்கத்தில் என்ன என்று குறிக்கும். இது போல், இல்லாத ஒரு இடத்தில் அல்லது கையகத்தில் நோக்கம் செலுத்துவதற்கு பயன்படுத்தப்படுகிறது."
,தமிழில் 'ன்' என்ற உருபு என்னன்னு அறியுமா?," 'ன்' உருபு தமிழில் பொருள் மேற்கு சொல் பொருள் பயன்படுத்துவதற்கு பயன்படுகிறது. இது சொல்லின் பதின் தலைகளும், குறிப்புகளும் அமையாது."
,ஆக' என்ற உருபு குறித்து என்ன சொல்கின்றன?,ஆக' உருபு போல அமைக்கப்படும் வகையில் செய்முறை அல்லது பொருள் அல்லது சொற்றொடர் குறித்து மேலே கொண்டுள்ளது.
,புது என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,புது என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'பு' மற்றும் 'து'.
,பெயர் என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,பெயர் என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'பெ' மற்றும் 'ய'.
,பழைய என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,"    பழைய என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் ' ப', 'ழை' மற்றும் 'ய'.  "
,பூனை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,பூனை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் ' பூ' மற்றும் 'னை'.
,அக்கா என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்து உள்ளன?,அக்கா என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்து ' கா'.
,மழை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,மழை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் ' ம' மற்றும் 'ழை'.
,தம்பி என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,தம்பி என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் ' த' மற்றும் 'பி'.
,திறமை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,"  திறமை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் ' தி', 'ற' மற்றும் 'மை'. "
,சுவை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,சுவை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் ' சு' மற்றும் 'வை'.
,குழம்பு என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,"  குழம்பு என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'கு', 'ழ' மற்றும் 'பு'. "
,அறுவடை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,"  அறுவடை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'று', 'வ' மற்றும் 'டை'. "
,வாழ்க்கை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,வாழ்க்கை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'வா' மற்றும் 'கை'.
,கடவுள் என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,"  கடவுள் என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'க', 'ட' மற்றும் 'வு'. "
,விடுதலை என்ற வார்த்தையில் என்ன உயிர்மெய் எழுத்துகள் உள்ளன?,"  விடுதலை என்ற வார்த்தையில் உள்ள உயிர்மெய் எழுத்துக்கள் 'வி', 'டு', 'த',  மற்றும் 'லை'. "
,வணக்கம் என்ற வார்த்தையில் என்ன மெய் எழுத்துகள் உள்ளன?,வணக்கம் என்ற வார்த்தையில் உள்ள மெய் எழுத்துக்கள் 'க்'  மற்றும் 'ம்'.
,இல்லை என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,இல்லை என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ல்'.
,நன்றி என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,நன்றி என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ன்'.
,மண் என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,மண் என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ண்'.
,கடல் என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,கடல் என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ல்'.
,முகம் என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,முகம் என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ம்'.
,முற்று என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,முற்று என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ற்'.
,சோகம் என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,சோகம் என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ம்'.
,பன்றி என்ற வார்த்தையில் என்ன மெய் எழுத்து உள்ளன?,பன்றி என்ற வார்த்தையில் உள்ள மெய் எழுத்து 'ன்'.
,பலவின்பால் என்றால் என்ன?,"  தமிழ் இலக்கணம் பெயர்ச்சொற்களை உயர்திணை, அஃறிணை எனப் பகுத்துக்கொண்டுள்ளது. எண்ணிக்கையைப் பொருத்து அஃறிணையை ஒன்றன்பால், பலவின்பால் என இரண்டாகக் கொள்கிறது."
,ஒன்றன் பால் என்றால் என்ன?,ஒன்றன் பால் என்பது ஆள்மாறான வர்க்கத்தின் ஒருமை வடிவத்தைக் குறிக்கும் தமிழ்ச் சொல். இது மனிதர்களுக்கு கீழே உள்ள அனைத்து உயிரினங்களையும் மற்றும் உயிரற்ற பொருட்களையும் குறிக்கிறது.
,பலர் பாலுக்கும் பலவின் பாலுக்கும் என்ன வித்தியாசம்?,ஒன்றன் பால் என்பது ஆள்மாறான வர்க்கத்தின் ஒருமை வடிவத்தைக் குறிக்கும் தமிழ்ச் சொல். இது மனிதர்களுக்கு கீழே உள்ள அனைத்து உயிரினங்களையும் மற்றும் உயிரற்ற பொருட்களையும் குறிக்கிறது ஆனால் மனிதர்களைக் குறிக்க பலர் பால் பயன்படுத்துகிறோம்
,சிறுவன் பலர் பாலாக மாற்றவும் சிறுவன் பலர்பாலில் சிறுவர்கள்?,
,சிறுமி பலர் பாலாக மாற்றவும்?,
,பெண் பலவின்பாலில் என்ன?,பெண் பலவின்பாலில் பெண்கள்
,பொதுவான பலார்பால் முடிவுகள் என்ன?,"  பலர் பாலுக்கான பொதுவான முடிவு -கால். உதாரணமாக, பலர்பாலுக்கு மாறும் போது பையன் பையன்களாக மாறுகிறது"
,பொதுவான பலவின்பால் முடிவுகள் என்ன?," பலவின்பாளுக்காக பொதுவான முடிவு -கால். உதாரணமாக, பலவின்பாலிக்கு மாறும் போது சிங்கம் சிங்கங்கள் மாறுகிறது."
,தமிழில் உள்ள பலர்பால் பெயர்ச்சொற்களின் உதாரணங்களை வழங்க முடியுமா?," பலார்பால் பயன்படுத்தி பெயர்ச்சொற்களை மாற்றுவதற்கான சில எடுத்துக்காட்டுகள் இங்கே உள்ளன: அவரை அவர்கள் மாற்றுவது, அவளை அவர்கள் மாற்றுவது, ஆணைஆண்களாக மாற்றுவது மற்றும் பெண்ணை பெண்களாக மாற்றுவது."
,தமிழில் உள்ள பலவின்பால் பெயர்ச்சொற்களின் உதாரணங்களை வழங்க முடியுமா?," பலவின்பால் பயன்படுத்தி பெயர்ச்சொற்களை மாற்றுவதற்கான சில எடுத்துக்காட்டுகள் இங்கே உள்ளன: சிங்கத்தை சிங்கமாக மாற்றுவது, நாயை நாய்களாக மாற்றுவது மற்றும் மேசையை மேசைகளாக மாற்றுவது."
,அஃறிணை என்றால் என்ன?,அஃறிணை என்பது தாழ்ந்த வகுப்பைச் சேர்ந்த விஷயங்களைக் குறிக்கிறது. இந்த கீழ் வகுப்பு அனைத்து உயிரற்ற பொருட்களையும் அனைத்து விலங்குகளையும் குறிக்கிறது ஆனால் மனிதர்களை விலக்குகிறது.
,அஃறிணையில் வகைப்படுத்தப்பட்ட அனைத்தும் என்ன அஃறிணை உயிரற்ற பொருட்களைக் குறிக்கிறது. இதில் உயிரற்ற ஒவ்வொரு பொருளும் அனைத்து விலங்குகளும் அடங்கும்?,
,"பின்வரும் பெயர்ச்சொற்களின் பலவின் பால் வடிவத்தை எவ்வாறு உருவாக்குவீர்கள்: மரம், புத்தகம், ஆசிரியர், பூ?","  இந்த பெயர்ச்சொற்களின் பலவின்பால் வடிவம் இங்கே உள்ளது: மரங்கள், புத்தகங்கள். ஆசிரியல்கள், மற்றும் பூக்கள்."
,உயர்திணை என்றால் என்ன?,உயர்திணை என்பது மனிதனையும் கடவுளையும் குறிக்கும்.
,"உயர்திணைக்கும் அஃறிணைக்கும் என்ன வித்தியாசம். அஃறிணை என்பது விலங்குகள் மற்றும் பொருள்கள் போன்ற கீழ் உயிர் வடிவங்கள், உயர்திணை என்றால் மனிதர்கள் மற்றும் கடவுள்கள்.?",
,அஃறிணை பொருட்களின் சில எடுத்துக்காட்டுகள் என்ன?," அஃறிணை பொருட்களின் சில எடுத்துக்காட்டுகள்: சிங்கங்கள், புலிகள், பூனைகள், மேசைகள் மற்றும் பேனாக்கள்"
,உயர்திணைப் பொருட்களின் சில எடுத்துக்காட்டுகள் கூறமுடியுமா?," உயர்திணைப் பொருட்களின் சில எடுத்துக்காட்டுகள்: கடவுள், நீங்கள், தந்தை மற்றும் நான். இது மனிதர்களையும் கடவுள்களையும் மட்டுமே குறிக்கிறது. உயர்திணைப் பொருட்களின் சில எடுத்துக்காட்டுகள்: கடவுள், நீங்கள், தந்தை மற்றும் நான். இது மனிதர்களையும் கடவுள்களையும் மட்டுமே குறிக்கிறது."
,ஒரு மரம் உயிருள்ளதா அல்லது உயிரற்றதா? ஏன்?,மரம் அஃறிணை ஏனென்றால் உயர்திணை பொருட்கள் மனிதர்களையும் கடவுள்களையும் மட்டுமே குறிக்கிறது.
,ஒரு ஆறு உயிருள்ளதா அல்லது உயிரற்றதா? ஏன்?,ஒரு ஆறு அஃறிணை ஏனென்றால் உயர்திணை பொருட்கள் மனிதர்களையும் கடவுள்களையும் மட்டுமே குறிக்கிறது.
,ஒரு மனிதன் உயிருள்ளதா அல்லது உயிரற்றதா? ஏன்?,ஒரு மனிதன் உயர்திணை ஏனென்றால் உயர்திணை பொருட்கள் மனிதர்களையும் கடவுள்களையும் மட்டுமே குறிக்கிறது.
,விலங்குகள் ஏன் அஃறிணை என்று கருதப்படுகின்றன?,"  விலங்குகள் அஃறிணையாகக் கருதப்படுகின்றன, ஏனெனில் அவை குறைந்த வாழ்க்கை வடிவங்களாகக் கருதப்படுகின்றன"
,கடவுள்கள் உயர்திணை என்று ஏன் கருதப்படுகிறார்கள்?,"  தெய்வங்கள் உயர்திணையாகக் கருதப்படுகின்றன, ஏனென்றால் அவர்களும் நம்மைப் போலவே உயர்ந்த வாழ்க்கை வடிவங்களாகக் கருதப்படுகிறார்கள்"
,அஃறிணை பலார்பால் வார்த்தையின் உதாரணம் என்ன?,உயர்திணை என்பதற்குப் பலர்பால் என்பது பன்மை வடிவமாக இருப்பதால் அஃறிணை மற்றும் பலர்பால் ஆகிய இரண்டும் உள்ள சொல் இருக்க முடியாது. அஃறிணை என்பதன் பன்மை வடிவம் பலவின்பால்
,ஆண்பால்  என்றால் என்ன?," ஆண்பால் என்பது ஆண் ஒருமை என்று பொருள்படும் ஒரு தமிழ் வார்த்தை. இது ஒரு ஒற்றை ஆணைக் குறிக்கிறது, மேலும் அவரது மகன், பேரன் அல்லது குடும்பத்தின் மற்ற ஆண் உறுப்பினர்களையும் குறிக்கலாம்."
,பெண்பால் என்றால் என்ன?," தமிழில், பெண்பால் என்பது பெண்ணைக் குறிக்கும் தனிச்சொல்."
,ஆண்பாலுக்கும் பெண்ணுக்கும் என்ன வித்தியாசம்?," தமிழில் ஆண் பால் என்பது ஆண்களைக் குறிக்கிறது, எடுத்துக்காட்டாக, தாத்தா, தந்தை மற்றும் சகோதரர் அனைவரும் ஆண்பால் ஆனால் பெண்பாலில், இது பெண்களைக் குறிக்கிறது, உதாரணமாக, பாட்டி, தாய் மற்றும் சகோதரி அனைவரும் பெண்பால்."
,பையன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் பையன் என்பது ஆண்பால் வார்த்தை
,தந்தை ஆண்பாலா அல்லது பெண்பாலா?," 
தமிழில் தந்தை என்பது ஆண்பால் வார்த்தை"
,சகோதரர் ஆண்பாலா அல்லது பெண்பாலா?," 
  தமிழில்ச சகோதரர் என்பது ஆண்பால் வார்த்தை"
,மாமா ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் மாமா என்பது ஆண்பால் வார்த்தை
,பெரியப்பா ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் பெரியப்பா என்பது ஆண்பால் வார்த்தை
,சித்தப்பா ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் சித்தப்பா என்பது ஆண்பால் வார்த்தை
,அண்ணன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் அண்ணன் என்பது ஆண்பால் வார்த்தை
,தம்பி ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் தம்பி என்பது ஆண்பால் வார்த்தை
,பாட்டி ஆண்பாலா அல்லது பெண்பாலா?,:தமிழில் பாட்டி என்பது  பெண்பால் வார்த்தை
,தாய் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் தாய் என்பது  பெண்பால் வார்த்தை
,சகோதரி ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் சகோதரி என்பது  பெண்பால் வார்த்தை
,அக்கா ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் அக்கா என்பது  பெண்பால் வார்த்தை
,தங்கை ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் தங்கை என்பது  பெண்பால் வார்த்தை
,அத்தை ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் அத்தை என்பது  பெண்பால் வார்த்தை
,பெரியம்மா ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் பெரியம்மா என்பது  பெண்பால் வார்த்தை
,அவன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் அவன் என்பது ஆண்பால் வார்த்தை
,அவள் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் அவள் என்பது  பெண்பால் வார்த்தை
,அரசன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் அரசன் என்பது ஆண்பால் வார்த்தை
,ராணி ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் ராணி என்பது  பெண்பால் வார்த்தை
,இளவரசன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் இளவரசன் என்பது ஆண்பால் வார்த்தை
,இளவரசி ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் இளவரசி என்பது  பெண்பால் வார்த்தை
,மகன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் மகன் என்பது ஆண்பால் வார்த்தை
,மகள் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் மகள் என்பது  பெண்பால் வார்த்தை
,மருமகன் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் மருமகன் என்பது ஆண்பால் வார்த்தை
,மருமகள் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் மருமகள் என்பது  பெண்பால் வார்த்தை
,கொள்ளுப்பாட்டியார் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் கொள்ளுப்பாட்டியார் என்பது  பெண்பால் வார்த்தை
,கொள்ளுப்பாட்டனார் ஆண்பாலா அல்லது பெண்பாலா?,தமிழில் கொள்ளுப்பாட்டனார் என்பது ஆண்பால் வார்த்தை
,முதல் தமிழ் மாதம் எது?,சித்திரை தான் தமிழின் முதல் மாதம்
,வைகாசி தான் தமிழின் இரண்டாம் மாதம்?,
,மூன்றாவது தமிழ் மாதம் எது?,ஆனி தான் தமிழின் மூன்றாம் மாதம்
,நான்காவது தமிழ் மாதம் எது?," 
ஆடி தான் தமிழின் நான்காம் மாதம் "
,ஐந்தாவது தமிழ் மாதம் எது?," 
ஆவணி தான் தமிழின் ஐந்தாம் மாதம் "
,ஆறாவது தமிழ் மாதம் எது?,புரட்டாசி தான் தமிழின் ஆறாம் மாதம்
,ஐப்பசி தான் தமிழின் ஏழாம் மாதம்?,
,எட்டாவது தமிழ் மாதம் எது?,கார்த்திகை தான் தமிழின் எட்டாம் மாதம்
,ஒன்பதாவது தமிழ் மாதம் எது?,மார்கழி தான் தமிழின் ஒன்பதாம் மாதம்
,பத்தாவது தமிழ் மாதம் எது?,தை தான் தமிழின் பத்தாம் மாதம்
,பதினோராவது தமிழ் மாதம் எது?,மாசி தான் தமிழின் பதினொன்றாவது மாதம்
,பன்னிரண்டாவது தமிழ் மாதம் எது?,பங்குனி தான் தமிழின் பன்னிரண்டாவது மாதம்
,எத்தனை தமிழ் மாதங்கள் உள்ளன?,பன்னிரண்டு தமிழ் மாதங்கள் உள்ளன.
,"தமிழ் மாதங்கள் என்ன வரிசையில் உள்ளன கிரிகோரியன் நாட்காட்டியுடன் ஒப்பிடும்போது தமிழ் நாட்காட்டி வேறுபட்ட கட்டமைப்பைப் பின்பற்றுகிறது. தமிழ் நாட்காட்டியில் உள்ள மாதங்கள் இவை: சித்திரை, வைகாசி, ஆனி, ஆடி, ஆவணி, புரட்டாசி, ஐப்பசி, கார்த்திகை, மார்கழி, தை, மாசி, பங்குனி?",
